Num,Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
7601,18:20:00,Monday,18-30,Male,Junior high school,Employee,Above 10yr,Automobile,Organization,2-5yrs,, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
7602,18:20:00,Monday,18-30,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,,No defect,Residential areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,,Driver or rider,Female,Under 18,3,Self-employed,Normal,Not a Pedestrian,Overspeed,Slight Injury
7603,15:30:00,Monday,18-30,Male,Elementary school,Employee,2-5yr,Automobile,Governmental,Above 10yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Collision with pedestrians,2,1,Going straight,Pedestrian,Female,18-30,3,Self-employed,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Driving under the influence of drugs,Serious Injury
7604,15:30:00,Monday,Under 18,Male,Junior high school,Employee,5-10yr,Motorcycle,Owner,,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Collision with pedestrians,2,1,,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
7605,12:00:00,Sunday,Over 51,Male,Elementary school,Employee,5-10yr,,Owner,,No defect, Industrial areas,Unknown,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,4,Going straight,na,na,na,na,,,Not a Pedestrian,No distancing,Slight Injury
7606,12:00:00,Sunday,31-50,Male,Junior high school,Owner,1-2yr,Automobile,Owner,1-2yr,No defect, Industrial areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,4,,Pedestrian,Female,Under 18,3,Driver,Normal,Unknown or other,No priority to vehicle,Slight Injury
7607,12:00:00,Sunday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,4,Going straight,Driver or rider,Male,Under 18,3,Driver,Normal,Not a Pedestrian,Overspeed,Slight Injury
7608,12:00:00,Sunday,18-30,Male,Unknown,Other,,Automobile,Organization,Above 10yr,, Hospital areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,4,Going straight,Passenger,Female,18-30,3,Self-employed,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
7609,16:04:00,Sunday,18-30,Male,High school,Employee,2-5yr,Public (> 45 seats),Owner,Unknown,,Office areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
7610,16:04:00,Sunday,Over 51,Male,Junior high school,Employee,1-2yr,,Owner,2-5yrs,No defect, Church areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,31-50,3,,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
7611,16:14:00,Friday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Organization,5-10yrs,No defect, Hospital areas,Undivided Two way,Tangent road with mountainous terrain and,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
7612,16:14:00,Friday,Over 51,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Above 10yr,No defect,Office areas,other,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Driver or rider,Male,18-30,3,,,Not a Pedestrian,Changing lane to the right,Slight Injury
7613,12:22:00,Saturday,31-50,Male,Junior high school,Employee,No Licence,Other,Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Escarpments,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Pedestrian,Female,18-30,3,Driver,Normal,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,Moving Backward,Slight Injury
7614,12:22:00,Saturday,18-30,Male,Junior high school,Employee,Above 10yr,Stationwagen,Owner,1-2yr,,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,Over 51,3,,,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No distancing,Slight Injury
7615,21:01:00,Saturday,31-50,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,2-5yrs,,Office areas,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Driver or rider,Male,18-30,3,Self-employed,NormalNormal,Not a Pedestrian,Overspeed,Serious Injury
7616,21:01:00,Saturday,31-50,Male,Junior high school,Employee,5-10yr,Taxi,Owner,,No defect,Other,Double carriageway (median),Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Getting off,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury
7617,21:01:00,Saturday,Over 51,Male,High school,Employee,2-5yr,Other,Owner,1-2yr,No defect,Office areas,Undivided Two way,Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
7618,7:43:00,Friday,31-50,Male,High school,Owner,2-5yr,Public (12 seats),Owner,,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Female,18-30,3,Other,Normal,Not a Pedestrian,No distancing,Slight Injury
7619,7:43:00,Friday,18-30,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,Unknown,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Pedestrian,Male,18-30,2,,,Not a Pedestrian,No distancing,Slight Injury
7620,21:55:00,Monday,18-30,Male,Junior high school,Owner,Above 10yr,Automobile,Owner,2-5yrs,,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,,,Not a Pedestrian,No distancing,Slight Injury
7621,21:55:00,Monday,31-50,Male,Junior high school,Employee,Above 10yr,Public (13?45 seats),Owner,5-10yrs,,Office areas,Undivided Two way,Tangent road with mountainous terrain and,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Other,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
7622,22:33:00,Thursday,18-30,Male,Elementary school,Employee,2-5yr,Lorry (41?100Q),,,,Office areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Getting off,Passenger,Male,Over 51,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
7623,22:33:00,Thursday,18-30,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,5-10yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,18-30,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No priority to vehicle,Slight Injury
7624,17:29:00,Tuesday,31-50,Male,Unknown,Employee,Above 10yr,Lorry (11?40Q),Owner,,No defect, Church areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,,,Not a Pedestrian,Changing lane to the left,Slight Injury
7625,17:29:00,Tuesday,Over 51,Male,Elementary school,Employee,5-10yr,Motorcycle,Owner,Unknown,No defect, Industrial areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,na,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
7626,14:23:00,Friday,18-30,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,1-2yr,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,2,Going straight,Driver or rider,Male,18-30,3,,,Not a Pedestrian,Driving carelessly,Slight Injury
7627,14:23:00,Friday,18-30,Male,Elementary school,Employee,Below 1yr,Stationwagen,Owner,Unknown,No defect, Church areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
7628,14:23:00,Friday,31-50,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,,,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Pedestrian,Male,18-30,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No priority to pedestrian,Slight Injury
7629,18:00:00,Saturday,18-30,Male,Junior high school,Employee,5-10yr,Other,Owner,,No defect,Office areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,,,Not a Pedestrian,No distancing,Slight Injury
7630,18:00:00,Saturday,31-50,Male,Junior high school,Owner,5-10yr,Other,Owner,,,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,5,3,,,Not a Pedestrian,No distancing,Slight Injury
7631,13:40:00,Sunday,31-50,Male,High school,Owner,5-10yr,Taxi,Owner,5-10yrs,,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,1,1,Reversing,na,na,na,na,,,Not a Pedestrian,Overturning,Slight Injury
7632,13:21:00,Saturday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,5-10yrs,,Residential areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Other,Driver or rider,Male,18-30,3,,,Not a Pedestrian,No distancing,Slight Injury
7633,13:21:00,Saturday,31-50,Male,Junior high school,Employee,2-5yr,Long lorry,Owner,2-5yrs,,Office areas,Double carriageway (median),Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,31-50,3,Other,Normal,Unknown or other,Drunk driving,Slight Injury
7634,15:55:00,Wednesday,18-30,Male,Elementary school,Employee,5-10yr,Long lorry,Owner,2-5yrs,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Moving Backward,Slight Injury
7635,15:55:00,Wednesday,31-50,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),,,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,,,Not a Pedestrian,No priority to pedestrian,Slight Injury
7636,13:28:00,Saturday,Over 51,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Student,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
7637,13:28:00,Saturday,Over 51,Male,Elementary school,Employee,2-5yr,Lorry (11?40Q),Owner,Above 10yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Other,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
7638,19:00:00,Monday,Unknown,Female,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury
7639,19:00:00,Monday,31-50,Male,Junior high school,Employee,2-5yr,Taxi,Governmental,Unknown,No defect, Church areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,18-30,3,Other,Normal,Unknown or other,No distancing,Slight Injury
7640,16:55:00,Sunday,Under 18,Male,Junior high school,Employee,5-10yr,Other,Owner,2-5yrs,No defect,Residential areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Pedestrian,Male,18-30,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the right,Slight Injury
7641,16:55:00,Sunday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Other,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
7642,8:45:00,Friday,31-50,Male,Junior high school,Employee,,Automobile,Owner,5-10yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,1,1,Moving Backward,na,na,na,na,,Normal,Not a Pedestrian,Moving Backward,Slight Injury
7643,14:10:00,Monday,31-50,Male,Junior high school,Owner,5-10yr,Automobile,Owner,2-5yrs,,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Driving at high speed,Serious Injury
7644,14:10:00,Monday,18-30,Male,Junior high school,Employee,2-5yr,Automobile,Owner,5-10yrs,, Church areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury
7645,19:26:00,Monday,Unknown,Male,Junior high school,Employee,Below 1yr,Public (> 45 seats),Owner,,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Daylight,Normal,Collision with roadside objects,2,1,Other,Driver or rider,Female,18-30,2,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
7646,19:26:00,Monday,Over 51,Male,Junior high school,Employee,1-2yr,Lorry (11?40Q),Owner,,,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,na,na,na,na,,,Not a Pedestrian,No distancing,Slight Injury
7647,13:54:00,Monday,18-30,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,Over 51,3,,,"Walking along in carriageway, facing traffic",Changing lane to the right,Slight Injury
7648,13:54:00,Monday,31-50,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,18-30,2,Employee,Normal,Unknown or other,Changing lane to the right,Slight Injury
7649,11:14:00,Sunday,Over 51,Male,Junior high school,Employee,Below 1yr,Stationwagen,Owner,,,,,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
7650,11:14:00,Sunday,Over 51,Male,Junior high school,Employee,2-5yr,Other,Governmental,2-5yrs,,Residential areas,Two-way (divided with broken lines road marking),,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Driver or rider,Male,18-30,3,Other,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
